OrderID,OrderDate,Product,Quantity,UnitPrice,Region,SalesRep,Status
ORD-100787,2023-09-08,Widget B,5.0,121.0,South,Bob Smith,Pending
ORD-100746,2023-05-18,Gadget Y,-1.0,261.82, East,Evan Brooks,Completed
ORD-101645,"Nov 28, 2023",Gadget Y,2.0,31.79,north,alice khan,Pending
ORD-100229,2024/04/10,Gadget X,2.0,265.76,East,  Charlie Lee  ,COMPLETED
ORD-100930,2023-08-24,  Gizmo Pro  ,2.0,263.28,West,Dana White,COMPLETED
ORD-100436,12/03/2023,Widget A,4.0,323.58,SOUTH,Bob Smith,Completed
ORD-101825,"Nov 08, 2023",Widget B,2.0,316.5,,Evan Brooks,Refunded
ORD-101661,03/31/2023,Gadget X,3.0,280.71,North,Evan Brooks,Cancelled
ORD-100876,"Aug 26, 2024",Widget A,1.0,186.46,north,Dana White,
ORD-100196,"Sep 03, 2023",Gadget Y,2.0,145.11,West,Alice Khan,Refunded
ORD-100394,2023/10/07,Thingamajig,0.0,233.75,North,Charlie Lee,Completed
ORD-101330,2023/12/07,Widget A,3.0,11.3,South,Bob  Smith,Completed
ORD-101033,23-10-2024,Gadget X,1.0,220.93,East,Bob Smith,Completed
ORD-100124,03/11/2024,Gadget X,2.0,39.93,South,Bob  Smith,Completed
ORD-101198,"Jun 20, 2024",,,193.19,SOUTH,Evan Brooks,COMPLETED
ORD-101382,"Oct 03, 2024",Gadget X,2.0,$320.03,SOUTH,Charlie Lee,Completed
ORD-100268,"Sep 01, 2024",Gizmo Pro,2.0,364.69,north,Charlie Lee ,
ORD-101218,2023/08/29,Sprocket,1.0,$381.46,West ,Fiona Grant,COMPLETED
ORD-100598,08/11/2024,Sprocket,3.0,187.99,South,  Evan Brooks  ,Completed
ORD-100815,27-12-2024,Widget A,1.0,191.36,East,Charlie Lee,  Completed  
ORD-101013,2024-08-31,Widget A,5.0,488.96,West,Bob Smith,Completed
ORD-101044,02-03-2024,Widget A,1.0,31.63,SOUTH,Charlie Lee ,Cancelled
ORD-101163,"Aug 11, 2024",Thingamajig,3.0,69.21,West,Alice Khan,Pending
ORD-100495,2024-11-02,Sprocket,3.0,88.78,SOUTH,Bob Smith,Completed
ORD-100388,2024-05-18,Gadget Y,1.0,169.74,  north  ,Bob Smith,Pending
ORD-101790,08/05/2023,Gadget Y,3.0,184.3,South,Evan Brooks,Cancelled
ORD-101719,2024/06/16,Gadget X,1.0,11.12,,Dana White,Completed
ORD-101018,14-02-2024,Gadget Y,1.0,205.7,,Alice Khan,Cancelled
ORD-101905,2023-07-15,Gadget Y,1.0,338.47,South,Evan Brooks,Completed
ORD-100931,10/31/2023,widget a,4.0,230.61,,Charlie Lee ,Completed
ORD-101873,30-06-2023,Widget A,2.0,271.01,SOUTH,alice khan,  Completed  
ORD-100218,2023/09/09,Widget A,3.0,$254.99,,Bob Smith,Completed
ORD-101317,2024/03/01,Gadget Y,4.0,45.8,West ,,Completed
ORD-100664,2024-07-11,Gizmo Pro,1.0,254.16,North,Dana White,Completed
ORD-101276,08-05-2024,,3.0,420.55,East,  Charlie Lee  ,Completed
ORD-101114,14-07-2024,  Gizmo Pro  ,2.0,280.99,East,Dana White,Completed
ORD-101292,09-02-2024,Gadget Y,3.0,217.03,West ,Fiona Grant,Completed
ORD-101698,2023/10/09,Widget A,2.0,229.13, East,Charlie Lee ,Completed
ORD-100675,2024-04-27,  Gadget Y  ,5.0,371.31,North,,Cancelled
ORD-101692,02/04/2024,Sprocket,5.0,272.69,South,Alice Khan,Completed
ORD-100194,2024/09/06,  Thingamajig  ,3.0,-135.23,North,Fiona Grant,Completed
ORD-100026,"Mar 10, 2024",Sprocket,1.0,195.43, East,Charlie Lee,Refunded
ORD-100908,09/10/2023,Gadget Y,3.0,322.22,SOUTH,Charlie Lee,Completed
ORD-100057,2024/07/28,  Doohickey  ,3.0,85.82, East,Charlie Lee ,Refunded
ORD-101278,2023/03/12,Widget B,2.0,387.9,North,Bob Smith,
ORD-100890,05/01/2023,Widget B,2.0,18.04,West,Charlie Lee,Pending
ORD-100170,2024/09/29,Doohickey,1.0,$14.6,East,Evan Brooks,COMPLETED
ORD-100016,04/09/2023,  Doohickey  ,3.0,26.79,North,Charlie Lee ,Completed
ORD-100211,01/09/2023,Thingamajig,1.0,403.52,  North  ,Dana White,Refunded
ORD-100843,"Jan 31, 2023",Gadget Y,1.0,148.84,  West   ,Fiona Grant,Cancelled
ORD-101303,02-07-2024,Gizmo Pro,2.0,,,alice khan,  Completed  
ORD-101000,2023-04-23,Thingamajig,1.0,$324.02,  East  ,Fiona Grant,
ORD-100962,26-10-2024,Widget A,2.0,484.38,  East  ,  Bob  Smith  ,  Completed  
ORD-100623,05/29/2023,Gadget X,3.0,30.4,West,Bob Smith,Refunded
ORD-101871,03/19/2024,Widget B,3.0,333.54,East,Fiona Grant,Completed
ORD-101245,"Mar 03, 2024",Doohickey,1.0,424.41,,Bob  Smith,COMPLETED
ORD-100070,2023-08-12,Thingamajig,1.0,$219.91,north,  Charlie Lee   ,Completed
ORD-101475,"Jun 02, 2023",Thingamajig,2.0,$308.39,  East  ,,Cancelled
ORD-101509,2024-12-06,Gadget X,1.0,196.35,SOUTH,Bob  Smith,Completed
ORD-100489,10/27/2024,Sprocket,2.0,314.9,East,Dana White,  Completed  
ORD-101538,2024/08/25,Widget B,1.0,141.21,North,Alice Khan,Completed
ORD-100504,2023/03/13,Gadget X,3.0,328.99,SOUTH,Fiona Grant,completed
ORD-101616,2024-04-26,Widget B,3.0,293.87,West,Charlie Lee ,Cancelled
ORD-100554,2024-04-28,Widget A,2.0,446.88,  South  ,  Alice Khan  ,Completed
ORD-101650,28-03-2023,Sprocket,1.0,79.56, East,  Fiona Grant  ,Pending
ORD-100928,"Sep 20, 2024",Gadget Y,3.0,83.4,,alice khan,Completed
ORD-101848,11-09-2024,GADGET X,3.0,283.99,West,Evan Brooks,Completed
ORD-101149,05/15/2024,Widget B,2.0,$27.36,East,Dana White,Pending
ORD-100625,"May 07, 2024",Sprocket,3.0,125.36,north,  Dana White  ,
ORD-100377,2024-10-04,Widget B,2.0,484.94,North,Evan Brooks,
ORD-101413,2023/12/18,widget a,2.0,262.95,South,Evan Brooks,Completed
ORD-101302,2023-10-22,Doohickey,3.0,403.12,East,Charlie Lee ,Completed
ORD-101455,2023-01-16,Thingamajig,1.0,277.05,West,Dana White,Cancelled
ORD-101837,01-05-2024,Thingamajig,1.0,15.02,West,Evan Brooks,Completed
ORD-100751,"Jul 11, 2024",Widget A,4.0,$256.27,SOUTH,Fiona Grant,Completed
ORD-100096,2024-03-17,GADGET X,4.0,388.22,West ,Evan Brooks,completed
ORD-100049,"Apr 19, 2023",  Gadget X  ,-1.0,393.94,North,,completed
ORD-101173,"Dec 18, 2023",Doohickey,4.0,237.09,South,Alice Khan,completed
ORD-101223,"Sep 30, 2024",Sprocket,1.0,487.67,North,,Completed
ORD-101533,2023-09-10,Doohickey,,-81.34,north,Bob Smith,Pending
ORD-101600,01-09-2024,Gizmo Pro,1.0,364.92,South,Alice Khan,Cancelled
ORD-101696,2023-01-03,Gizmo Pro,3.0,$11.08,East,  Bob  Smith  ,  COMPLETED  
ORD-101736,2024-02-10,Gadget X,1.0,286.71,north,  Evan Brooks  ,Pending
ORD-101745,"Mar 18, 2024",  Widget B  ,4.0,162.47,North,Bob  Smith,Completed
ORD-100510,2023-12-30,  Thingamajig  ,2.0,280.73, East,,Completed
ORD-100469,2023-12-10,Thingamajig,3.0,232.12,North,Charlie Lee,Completed
ORD-101591,16-03-2024,Gizmo Pro,5.0,$290.13,North,,Cancelled
ORD-101524,2023/06/07,Gadget X,1.0,41.61,north,Fiona Grant,Completed
ORD-100538,18-04-2023,Widget B,3.0,287.22,  East  ,Bob  Smith,Cancelled
ORD-101611,2024-03-31,Gadget X,1.0,407.33,  South  ,,Completed
ORD-101244,08/15/2023,Gadget Y,2.0,,East,alice khan,Completed
ORD-100821,2023/07/12,Gadget X,2.0,388.32,SOUTH,Bob Smith,Cancelled
ORD-100472,13-02-2023,,2.0,155.44,North,Bob Smith,Completed
ORD-101841,"Nov 05, 2023",Widget B,1.0,-383.81,SOUTH,Charlie Lee,Cancelled
ORD-101603,2024/01/19,Doohickey,5.0,93.6,West,Evan Brooks,completed
ORD-100509,19-06-2024,Thingamajig,1.0,257.74,West,Alice Khan,COMPLETED
ORD-100125,17-07-2024,Widget A,1.0,N/A,West,Evan Brooks,Completed
ORD-100913,05/14/2024,Widget B,4.0,266.51,SOUTH,Charlie Lee ,
ORD-100757,2024-04-09,,1.0,30.97,South,  Alice Khan  ,completed
ORD-101055,"Feb 17, 2024",Widget A,4.0,390.52,South,Dana White,Completed
ORD-101604,05/17/2023,Gadget X,,N/A,  north  ,Bob  Smith,completed
ORD-101066,"May 11, 2023",  Thingamajig  ,1.0,284.96,,Dana White,Refunded
ORD-101446,2024/05/25,Gizmo Pro,1.0,490.43,SOUTH,,Completed
ORD-101424,18-08-2023,Widget A,1.0,458.35,North,Fiona Grant,Completed
ORD-101143,2024-04-28,Thingamajig,2.0,$94.09,West,    ,Pending
ORD-101188,"Mar 27, 2024",Thingamajig,2.0,215.45,north,alice khan,Refunded
ORD-101913,2023-12-08,Sprocket,2.0,$462.73,  North  ,Fiona Grant,  completed  
ORD-101744,06/03/2024,Gizmo Pro,3.0,192.43,SOUTH,Evan Brooks,Pending
ORD-101381,2023-08-15,GADGET X,2.0,341.87,SOUTH,Bob Smith,Completed
ORD-100375,2024-12-31,GADGET X,1.0,107.69,West,Alice Khan,Pending
ORD-101326,2023-01-04,Thingamajig,2.0,234.19,North,  Charlie Lee  ,Completed
ORD-101684,2023/01/08,Gadget X,1.0,376.09,West ,Evan Brooks,COMPLETED
ORD-101387,2024-08-23,GADGET X,1.0,132.62,West ,,Cancelled
ORD-101657,"Jun 26, 2024",Sprocket,2.0,219.61,SOUTH,Bob Smith,Pending
ORD-101559,2024/01/27,Widget A,1.0,34.73,North,Dana White,Completed
ORD-100761,10/25/2023,Gizmo Pro,3.0,257.65,,Dana White,Completed
ORD-101444,2023/11/08,Gadget Y,5.0,$59.67,,Charlie Lee,Completed
ORD-101792,29-10-2023,Doohickey,1.0,349.05,North,Alice Khan,Completed
ORD-101247,2023-04-06,Widget A,0.0,,north,Charlie Lee ,Completed
ORD-100736,"Dec 06, 2023",Widget A,1.0,69.59,South,  Charlie Lee  ,Refunded
ORD-101716,08-07-2023,Gadget X,2.0,$331.94,north,  Bob Smith  ,Completed
ORD-101007,"Oct 01, 2023",Thingamajig,1.0,$142.19,North,,  COMPLETED  
ORD-100848,2023-12-19,Gizmo Pro,1.0,450.6,,Dana White,  completed  
ORD-100100,2024-04-19,Sprocket,2.0,422.56,East,    ,  Completed  
ORD-101641,2023/01/06,Gadget Y,1.0,45.5,North,Dana White,Cancelled
ORD-101447,2023-11-17,Widget A,1.0,62.89,East,Fiona Grant,Cancelled
ORD-101213,2023-10-15,widget a,2.0,238.48,South,Fiona Grant,  Completed  
ORD-100841,01/22/2024,Widget B,,56.98,South,Evan Brooks,Completed
ORD-100608,2024-10-09,Widget A,2.0,$411.27,SOUTH,Dana White,Completed
ORD-100343,2023/07/28,Gizmo Pro,1.0,147.09, East,Dana White,Completed
ORD-101858,"Jul 18, 2023",Thingamajig,1.0,256.9,north,Alice Khan,Refunded
ORD-101200,2023-06-30,Sprocket,1.0,$245.49,South,Evan Brooks,COMPLETED
ORD-101308,21-10-2023,,2.0,139.19,South,Evan Brooks,Refunded
ORD-100521,2024-10-28,Widget A,1.0,446.82,North,Bob Smith,
ORD-100914,2024/03/09,Widget B,5.0,21.12,,Dana White,Completed
ORD-101238,2024/02/24,widget a,2.0,$107.65,  North  ,Fiona Grant,  Completed  
ORD-100101,22-10-2024,Widget A,1.0,220.16,West,Evan Brooks,Completed
ORD-100948,2023-09-14,  Sprocket  ,3.0,292.39, East,Alice Khan,Cancelled
ORD-100783,"Apr 23, 2024",Gadget Y,1.0,426.74,north,Dana White,Completed
ORD-101900,05/13/2023,Widget B,3.0,$304.85,West,Bob Smith,Pending
ORD-101309,2024-02-13,Gadget X,2.0,460.5,north,Evan Brooks,Completed
ORD-101747,2024-07-02,Sprocket,4.0,135.36,South,Bob  Smith,COMPLETED
ORD-100789,2024-09-25,Doohickey,1.0,294.88,West,Fiona Grant,Completed
ORD-100249,2023/11/23,Widget A,0.0,155.16,South,Bob  Smith,COMPLETED
ORD-100303,10/11/2023,Thingamajig,4.0,-40.32,North,  Evan Brooks  ,completed
ORD-101741,07-11-2024,  Doohickey  ,2.0,303.3,North,Bob  Smith,  Completed  
ORD-101797,2024-11-29,Gadget X,1.0,70.5, East,,
ORD-101335,"Nov 06, 2023",  Widget A  ,1.0,328.13,,  alice khan  ,Completed
ORD-100998,2024/05/31,Gadget Y,1.0,296.74,SOUTH,Evan Brooks,Completed
ORD-101023,2024-11-01,Gizmo Pro,1.0,47.99,  East  ,alice khan,Completed
ORD-100483,14-10-2024,Widget A,2.0,$98.03, East,,COMPLETED
ORD-100997,01-11-2024,Gizmo Pro,1.0,,East,Charlie Lee ,
ORD-100289,"Jan 26, 2023",Gizmo Pro,2.0,197.44,  SOUTH  ,Fiona Grant,Completed
ORD-100059,04/24/2024,Widget B,1.0,-356.58,SOUTH,Alice Khan,Completed
ORD-101058,02-05-2023,Sprocket,1.0,,SOUTH,Dana White,Completed
ORD-100972,21-07-2024,widget a,3.0,,SOUTH,Dana White,Completed
ORD-101294,2023/03/22,Gadget X,1.0,$288.65, East,Fiona Grant,Completed
ORD-100795,2023/12/20,Gadget X,5.0,$444.15,East,Charlie Lee,Refunded
ORD-100688,"May 16, 2023",Widget B,4.0,,West ,Charlie Lee ,completed
ORD-100782,2024/12/21,Widget A,1.0,436.42,North,,COMPLETED
ORD-100097,28-11-2024,GADGET X,3.0,100.17,South,Fiona Grant,Completed
ORD-100068,12/27/2024,Widget A,2.0,470.75,West,Fiona Grant,
ORD-100424,02/10/2023,Gadget Y,1.0,155.94,West,Charlie Lee,Cancelled
ORD-100010,14-08-2024,  Sprocket  ,5.0,$190.71,South,Alice Khan,Cancelled
ORD-101237,02/04/2023,Doohickey,1.0,386.64, East,,
ORD-101671,09/12/2023,Thingamajig,1.0,5.69,East,Charlie Lee,Completed
ORD-100660,2023/08/27,Doohickey,-1.0,142.87,North,Bob Smith,COMPLETED
ORD-100718,2024/10/20,Widget A,1.0,162.77,SOUTH,Bob  Smith,Completed
ORD-101499,10-07-2024,Gizmo Pro,2.0,,South,Bob Smith,Completed
ORD-100181,"Oct 03, 2023",Sprocket,1.0,N/A,North,Charlie Lee,Cancelled
ORD-101242,17-07-2024,Gizmo Pro,3.0,380.88,North,Bob  Smith,COMPLETED
ORD-100296,23-09-2024,Widget B,,256.12,  North  ,,completed
ORD-101437,"Jul 18, 2023",Gizmo Pro,1.0,364.52,South,Alice Khan,Refunded
ORD-100413,"Feb 27, 2023",Thingamajig,4.0,363.86,East,Charlie Lee ,completed
ORD-101254,2023/07/16,Widget B,2.0,119.89,East,Fiona Grant,Completed
ORD-100363,26-06-2024,Thingamajig,3.0,326.53,north,Bob Smith,Completed
ORD-100278,28-01-2023,Widget B,1.0,$67.78,,Alice Khan,Refunded
ORD-100638,"Oct 14, 2023",Thingamajig,5.0,96.5,,alice khan,Completed
ORD-100258,05/24/2023,Doohickey,-1.0,368.57,East,Evan Brooks,Completed
ORD-101522,2024/01/19,Thingamajig,2.0,80.08,north,Alice Khan,Completed
ORD-100385,2024/06/16,Gadget Y,1.0,189.38,  North  ,Charlie Lee,Refunded
ORD-100529,"Sep 05, 2023",Widget B,1.0,54.06,North,Fiona Grant,Completed
ORD-100091,"Sep 15, 2024",  Gadget X  ,1.0,389.21,SOUTH,Dana White,Pending
ORD-100567,2024/05/11,Doohickey,2.0,,South,Dana White,COMPLETED
ORD-101677,2024/10/22,Widget B,2.0,238.52,north,  Bob Smith  ,Completed
ORD-101699,09/08/2023,Doohickey,2.0,$159.49,,Alice Khan,completed
ORD-100299,"Feb 08, 2023",  Gadget X  ,2.0,$189.69,  North  ,Charlie Lee,
ORD-101106,02-03-2024,Gadget Y,2.0,363.43,East,Fiona Grant,
ORD-101552,"Sep 09, 2023",Gadget X,1.0,$492.0,north,Bob Smith,Completed
ORD-101938,08/31/2024,Gadget X,1.0,,  West  ,Charlie Lee,Cancelled
ORD-100684,"May 05, 2024",Widget B,1.0,255.77,  north  ,Fiona Grant,completed
ORD-100206,12/02/2023,Sprocket,2.0,365.23,East,Fiona Grant,Completed
ORD-100396,"Feb 05, 2023",  Doohickey  ,4.0,260.82,SOUTH,Dana White,Completed
ORD-100947,07/04/2024,Gadget X,1.0,351.87,north,Charlie Lee ,Completed
ORD-100071,"Aug 30, 2023",Widget B,1.0,35.69,East,alice khan,  Completed  
ORD-100000,25-12-2024,Sprocket,2.0,66.27,   East  ,Bob  Smith,Completed
ORD-101703,2023-10-16,Gadget Y,2.0,443.2,East,Dana White,Completed
ORD-101874,30-12-2023,Widget A,4.0,$190.08,East,Dana White,Completed
ORD-101833,05/13/2023,Widget B,1.0,105.03,North,Evan Brooks,Completed
ORD-100307,05/17/2024,Widget A,1.0,N/A, East,Evan Brooks,Completed
ORD-100336,08/03/2024,Sprocket,2.0,165.22,East,,Cancelled
ORD-101570,"Feb 06, 2023",Sprocket,3.0,358.44,South,Evan Brooks,completed
ORD-101031,08-10-2023,Gadget Y,3.0,287.23,north,Fiona Grant,completed
ORD-100741,03/28/2024,GADGET X,1.0,485.98,  West   ,alice khan,  Pending  
ORD-101762,"Dec 27, 2023",  Widget B  ,1.0,287.47,North,Dana White,Cancelled
ORD-100743,"Dec 04, 2024",,1.0,76.04,,Dana White,COMPLETED
ORD-100434,2024-07-04,Gizmo Pro,1.0,53.85, East,Fiona Grant,Cancelled
ORD-100503,23-09-2024,  Gadget X  ,3.0,199.08,,,Pending
ORD-100806,2024/12/01,Widget B,2.0,-237.1,East,alice khan,Completed
ORD-101809,"Jan 23, 2023",Gadget Y,3.0,214.11,West,Dana White,Cancelled
ORD-101150,2023/09/10,  Gizmo Pro  ,1.0,$101.8,South,Alice Khan,Completed
ORD-100440,10-06-2024,Widget B,2.0,159.35,   East  ,Bob Smith,completed
ORD-100981,2024-01-04,Gadget Y,2.0,,South,Fiona Grant,Completed
ORD-101487,2023/05/26,,3.0,132.68, East,Dana White,Completed
ORD-100044,"Dec 07, 2024",  Gadget Y  ,2.0,52.21,SOUTH,Fiona Grant,
ORD-100451,14-08-2023,Widget B,2.0,89.66,West,Bob  Smith,Completed
ORD-101548,"Aug 27, 2023",  Gadget X  ,2.0,494.25,West,Evan Brooks,Completed
ORD-100471,11/29/2024,GADGET X,1.0,383.37,West,Bob Smith,COMPLETED
ORD-100284,02/28/2024,Widget A,1.0,276.23,West,Fiona Grant,
ORD-100205,2024-11-24,widget a,,200.24,West,Dana White,Cancelled
ORD-101932,2024-05-02,Gadget X,3.0,23.95,North,Dana White,Completed
ORD-100898,09/23/2023,Widget A,2.0,122.38,West ,alice khan,Completed
ORD-101835,"Sep 19, 2024",Doohickey,4.0,$454.0,East,Fiona Grant,Cancelled
ORD-100590,2023/10/26,Widget B,,226.34,,Bob Smith,completed
ORD-101566,03/14/2024,,3.0,, East,Fiona Grant,Completed
ORD-101224,"Apr 28, 2023",Gadget X,1.0,$166.06,West,alice khan,COMPLETED
ORD-100099,2023-06-15,Doohickey,0.0,203.28,West ,Evan Brooks,completed
ORD-101108,"Mar 30, 2023",Widget A,2.0,187.62, East,Bob Smith,Refunded
ORD-100744,2024/06/28,Gizmo Pro,4.0,265.47,West ,  Alice Khan  ,Completed
ORD-100177,04/15/2023,Doohickey,2.0,N/A, East,Charlie Lee,Refunded
ORD-101923,01-01-2024,Doohickey,-1.0,252.61,  East  ,Bob Smith,completed
ORD-100837,2024/10/26,Thingamajig,,193.45,West,Charlie Lee ,Completed
ORD-100081,2023-04-02,Thingamajig,1.0,389.46,West ,,completed
ORD-100140,2023-09-30,Gadget Y,1.0,$395.66,West,Evan Brooks,Pending
ORD-101856,09/08/2024,Doohickey,4.0,$164.0,South,Fiona Grant,  Cancelled  
ORD-101098,2024-02-14,Widget A,2.0,160.02,West ,Charlie Lee,Completed
ORD-101714,30-08-2023,Thingamajig,1.0,445.67,north,  Fiona Grant  ,Refunded
ORD-101774,02-10-2023,Widget A,2.0,476.85,north,Charlie Lee ,  Pending  
ORD-100365,"Feb 28, 2024",Sprocket,4.0,170.07,South,Charlie Lee,COMPLETED
ORD-101293,07/31/2023,Widget B,3.0,287.19,South,Evan Brooks,Completed
ORD-101435,2024-07-24,  Gizmo Pro  ,,N/A,West ,Alice Khan,Completed
ORD-100654,"Apr 05, 2024",Thingamajig,4.0,173.96,North,Dana White,Pending
ORD-100429,"Apr 15, 2024",Widget A,2.0,75.21,East,Bob Smith,Completed
ORD-101088,2024/12/30,Gadget X,1.0,153.14,SOUTH,  Dana White  ,Completed
ORD-101167,2024/08/03,Doohickey,1.0,272.58,West ,Dana White,Pending
ORD-101006,06-12-2024,Doohickey,2.0,443.18,South,,Completed
ORD-101472,2023/08/04,Widget B,3.0,166.09,South,Charlie Lee ,Pending
ORD-101434,"Jun 27, 2023",Gizmo Pro,2.0,147.97,North,,Cancelled
ORD-100542,04/26/2024,Sprocket,3.0,$163.49,north,  Charlie Lee  ,Pending
ORD-100634,01/24/2023,Gadget Y,-1.0,332.7,East,Dana White,Completed
ORD-100184,2023-06-24,Gadget X,1.0,,South,Bob Smith,Cancelled
ORD-100986,"Jun 07, 2024",Gadget X,1.0,192.45,  East  ,Fiona Grant,Refunded
ORD-101362,2024/01/16,Thingamajig,-1.0,154.8,East,Bob  Smith,completed
ORD-100032,"Apr 04, 2023",Sprocket,5.0,320.58,South,alice khan,Completed
ORD-101806,25-10-2023,Gadget Y,,357.35,,Bob  Smith,Completed
ORD-101888,"Jul 27, 2023",Sprocket,1.0,232.18,South,  Bob  Smith  ,  Cancelled  
ORD-101924,14-05-2024,Gadget Y,2.0,92.53,West,Evan Brooks,Pending
ORD-101392,2023-02-23,Gizmo Pro,2.0,$360.09,  SOUTH  ,Bob Smith,Completed
ORD-101388,07/14/2023,Widget A,1.0,,North,  Evan Brooks  ,Pending
ORD-100687,07/11/2023,Gizmo Pro,1.0,374.78,North,Bob  Smith,Cancelled
ORD-100442,2024-12-08,Widget B,2.0,366.99,  North  ,,  Refunded  
ORD-101386,"Sep 24, 2023",Gizmo Pro,5.0,272.14,north,Bob Smith,completed
ORD-100535,08/28/2024,Widget B,2.0,449.63,East,Alice Khan,Pending
ORD-101727,2024/11/25,Thingamajig,1.0,192.98,,Bob Smith,Completed
ORD-100923,2024/11/21,Doohickey,1.0,201.2,East,Charlie Lee,Completed
ORD-100641,10/22/2024,Thingamajig,0.0,$396.78,SOUTH,Dana White,
ORD-100178,"Apr 05, 2024",Widget B,3.0,455.61, East,Fiona Grant,  Pending  
ORD-100497,23-08-2023,Doohickey,1.0,48.04,West,  alice khan  ,Pending
ORD-101845,10-07-2024,Thingamajig,2.0,379.61,North,Charlie Lee,Completed
ORD-101564,2024-02-02,Gadget X,1.0,497.4,West ,Charlie Lee,completed
ORD-101315,2023/12/08,Widget A,2.0,78.73,North,Alice Khan,Cancelled
ORD-100548,2023/05/09,GADGET X,1.0,$291.3,West,Charlie Lee,COMPLETED
ORD-100798,2023-12-24,Widget B,2.0,145.64,West,Fiona Grant,Completed
ORD-101113,2023-12-13,,1.0,N/A,SOUTH,Alice Khan,Pending
ORD-100112,"Nov 03, 2023",,1.0,357.38,North,  Dana White  ,  Refunded  
ORD-100984,2023/05/26,Widget B,-1.0,228.59,East,Charlie Lee,Completed
ORD-100185,2024-10-27,Gizmo Pro,0.0,268.71,North,Bob Smith,Pending
ORD-100131,09/24/2024,Widget B,3.0,97.5,West,Bob  Smith,Cancelled
ORD-100332,14-01-2024,widget a,1.0,470.88,South,Fiona Grant,Cancelled
ORD-100080,"Feb 11, 2024",Thingamajig,2.0,46.21,North,Alice Khan,Completed
ORD-101102,10/07/2023,Gadget X,1.0,164.21,West,Bob  Smith,
ORD-100216,"Jul 06, 2024",Gadget X,1.0,283.32,West,Charlie Lee,Completed
ORD-101373,07/25/2024,Sprocket,3.0,238.04,,alice khan,Refunded
ORD-101428,2024/06/01,Doohickey,-1.0,$66.32,North,  Dana White  ,Refunded
ORD-101542,2023-03-24,,3.0,,East,  Evan Brooks  ,
ORD-100496,"Aug 11, 2023",Sprocket,3.0,229.6,SOUTH,alice khan,Pending
ORD-100451,14-08-2023,Widget B,2.0,89.66,West,Bob  Smith,Completed
ORD-100356,2023-01-31,Widget A,3.0,134.14,West ,Bob  Smith,
ORD-100949,02/25/2023,Gadget Y,4.0,463.73,West ,Fiona Grant,COMPLETED
ORD-100215,04/10/2023,Gadget X,2.0,,north,  Charlie Lee  ,Completed
ORD-100063,2024-12-17,Thingamajig,2.0,214.77,West,Bob  Smith,Completed
ORD-100366,2023-04-28,Thingamajig,2.0,41.08, East,alice khan,Completed
ORD-101643,2023/01/09,Widget B,1.0,459.37,East,Dana White,Completed
ORD-101219,02-03-2024,Gadget X,,400.88,SOUTH,Alice Khan,Cancelled
ORD-100975,2023/01/18,Widget B,4.0,$347.07,,Charlie Lee,Completed
ORD-101560,10/31/2024,Doohickey,1.0,276.92,East,Evan Brooks,Completed
ORD-100342,"Sep 03, 2024",Sprocket,1.0,$432.54,North,Charlie Lee,Refunded
ORD-100915,09/03/2024,Gadget X,4.0,,north,Fiona Grant,Completed
ORD-100649,04/24/2024,Gizmo Pro,2.0,362.88,,Fiona Grant,Cancelled
ORD-101510,2024/01/13,Widget B,2.0,380.43,north,,completed
ORD-101164,2024/03/21,Doohickey,1.0,$415.96,north,alice khan,Completed
ORD-100621,02/28/2023,Doohickey,2.0,222.29,South,  Evan Brooks  ,Pending
ORD-100051,2023/07/21,  Widget A  ,1.0,44.96,North,Alice Khan,Pending
ORD-100408,25-04-2024,Gadget X,2.0,149.08,North,Alice Khan,Pending
ORD-100979,2024-02-24,Gadget X,1.0,176.48,East,Charlie Lee ,Completed
ORD-101872,2024-04-09,Widget A,3.0,83.25,North,Evan Brooks,Pending
ORD-101648,15-01-2023,Widget A,4.0,13.01,West,Charlie Lee,Cancelled
ORD-100574,2024/08/15,Gadget X,1.0,$110.32,North,  Dana White  ,Cancelled
ORD-101636,"Jan 03, 2024",Widget B,1.0,,West,Evan Brooks,completed
ORD-100585,"Nov 04, 2024",Widget A,1.0,154.89,north,Bob  Smith,Completed
ORD-101068,2024-09-30,Gadget X,2.0,332.23,East,Alice Khan,Completed
ORD-101694,2023/03/18,Widget B,4.0,168.79,South,Charlie Lee,
ORD-101897,"Oct 01, 2024",Gadget Y,5.0,120.25,,Fiona Grant,completed
ORD-101823,22-01-2024,Gadget X,1.0,$129.09,West,Alice Khan,COMPLETED
ORD-100753,2023-03-24,Sprocket,1.0,-192.74,East,Charlie Lee ,Pending
ORD-101477,28-11-2023,Gadget Y,0.0,41.63,SOUTH,Charlie Lee,Completed
ORD-101153,"Jan 26, 2024",widget a,5.0,$223.97,   East  ,Dana White,Pending
ORD-100086,2024-01-03,,1.0,101.59,,Dana White,COMPLETED
ORD-101086,17-06-2023,Sprocket,2.0,$81.48,West,Bob Smith,Completed
ORD-101380,02-10-2024,Widget A,4.0,378.84,North,Bob  Smith,Refunded
ORD-101907,07-03-2024,Thingamajig,2.0,84.35,West,Evan Brooks,Pending
ORD-100657,01/04/2024,Thingamajig,3.0,169.12,SOUTH,Fiona Grant,Completed
ORD-100558,"Sep 27, 2023",Sprocket,3.0,463.72,north,  Alice Khan  ,Cancelled
ORD-101689,2024/07/08,Doohickey,5.0,296.91,SOUTH,Alice Khan,Completed
